"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Jesper Boqvist","FLA","F","Act","","5","0","0","0","-1","0","4","0","0","14","4"
"F","Sidney Crosby","PIT","F","Act","WSH 2<br/>@PIT 5 F","6","4","4","8","-2","4","18","2","0","7","4"
"F","Jack Eichel","VGK","F","Act","","6","6","7","13","9","0","13","4","0","2","5"
"F","Filip Forsberg","NSH","F","Act","","7","3","5","8","-4","0","23","3","0","9","1"
"F","Taylor Hall","CHI/CAR","F","Act","CAR 5<br/>@OTT 7 F","6","5","2","7","-1","6","13","4","0","5","1"
"F","Scott Laughton","PHI/TOR","F","Act","DET 3<br/>@TOR 4 F","8","1","1","2","-3","0","6","0","0","20","5"
"F","Nathan MacKinnon","COL","F","Act","","6","3","3","6","0","8","22","3","0","1","4"
"F","Evgeni Malkin","PIT","F","Act","WSH 2<br/>@PIT 5 F","3","2","0","2","-2","0","6","1","0","1","2"
"F","Nino Niederreiter","WPG","F","Act","","6","1","2","3","-2","0","4","1","0","10","0"
"F","Ryan Nugent-Hopkins","EDM","F","Act","","6","4","2","6","4","0","21","1","2","2","2"
"F","Jack Quinn","BUF","F","Act","PHI 4<br/>@BUF 5 F","7","4","6","10","3","0","10","3","0","3","1"
"F","Jeff Skinner","EDM","F","Act","","6","3","1","4","5","0","17","0","0","12","1"
"D","Thomas Chabot","OTT","D","Act","CAR 5<br/>@OTT 7 F","7","1","1","2","-1","0","9","0","0","7","25"
"D","Brian Dumoulin","ANA/NJD","D","Act","","4","0","2","2","2","0","5","0","0","3","1"
"D","Henri Jokiharju","BUF/BOS","D","Act","","6","0","0","0","-2","2","8","0","0","5","5"
"D","Sam Malinski","COL","D","Act","","3","0","0","0","-1","4","6","0","0","1","4"
"D","Ryan McDonagh","TBL","D","Act","TBL 0<br/>@NYR 4 F","6","1","4","5","6","0","6","0","0","2","10"
"D","Mikhail Sergachev","UTA","D","Act","","7","3","1","4","1","0","11","0","1","13","10"
"F","Blake Coleman","CGY","F","Res","CGY 5<br/>@LAK 1 F","7","0","1","1","0","2","13","0","0","14","1"
"D","Victor Hedman","TBL","D","Res","TBL 0<br/>@NYR 4 F","7","1","5","6","3","2","13","2","0","3","8"
"D","Nick Perbix","TBL","D","Res","TBL 0<br/>@NYR 4 F","4","0","2","2","0","2","0","0","0","3","6"
"F","Elias Pettersson","VAN","F","IR","","3","0","3","3","2","0","1","0","0","5","6"
"F","Kenny Connors","LAK","F","Min","CGY 5<br/>@LAK 1 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Jordan Dumais","CBJ","F","Min","NYI 1<br/>@CBJ 6 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Jean-Luc Foudy","COL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Quinn Hutson","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Adam Ingram","NSH","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Juha Jaaska","CAR","F","Min","CAR 5<br/>@OTT 7 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Mathieu Joseph","STL","F","Min","","4","0","1","1","0","0","3","0","0","10","2"
"F","Artur Kayumov","CHI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Oiva Keskinen","CBJ","F","Min","NYI 1<br/>@CBJ 6 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Vitali Kravtsov","VAN","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Luke Misa","CGY","F","Min","CGY 5<br/>@LAK 1 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Logan Morrison","SEA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Nico Myatovic","ANA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
