"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Andy Andreoff","LAK","F","Act","","2","0","0","0","-1","0","2","0","0","3","0"
"F","Artem Anisimov","CHI","F","Act","","10","1","2","3","-4","6","16","1","0","1","6"
"F","Connor Brickley","FLA","F","Act","FLA 4<br/>@BOS 2 F","1","0","0","0","-1","0","4","0","0","3","2"
"F","Kyle Brodziak","STL","F","Act","","9","1","5","6","1","2","15","0","1","16","7"
"F","Phil Kessel","PIT","F","Act","","10","3","8","11","-2","2","24","3","0","0","0"
"F","Jujhar Khaira","EDM","F","Act","","11","1","2","3","-1","12","9","0","1","24","10"
"F","Brandon Pirri","VGK","F","Act","","0","0","0","0","0","0","0","0","0","0","0"
"F","Michael Raffl","PHI","F","Act","","7","1","0","1","-3","0","8","0","0","9","6"
"F","Kerby Rychel","TOR/MTL","F","Act","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brandon Sutter","VAN","F","Act","","11","2","0","2","0","0","17","0","0","10","9"
"F","Tomas Tatar","DET/VGK","F","Act","","10","2","1","3","0","8","18","1","0","12","3"
"F","James van Riemsdyk","TOR","F","Act","","8","8","3","11","8","2","30","4","0","3","4"
"D","Mark Alt","PHI/COL","D","Act","","0","0","0","0","0","0","0","0","0","0","0"
"D","Robert Bortuzzo","STL","D","Act","","9","2","0","2","5","4","7","0","0","8","9"
"D","Matt Grzelcyk","BOS","D","Act","FLA 4<br/>@BOS 2 F","10","1","1","2","3","4","16","1","0","7","10"
"D","Julius Honka","DAL","D","Act","","4","0","0","0","0","0","3","0","0","2","3"
"D","Colton Parayko","STL","D","Act","","9","1","2","3","1","0","25","0","0","18","15"
"D","Michael Stone","CGY","D","Act","","10","1","1","2","-2","0","20","0","0","18","17"
"F","Ryan OReilly","BUF","F","Res","","10","2","4","6","-5","0","29","2","0","2","7"
"F","Devin Shore","DAL","F","Res","","11","1","3","4","-7","4","16","2","1","19","6"
"D","Ben Harpur","OTT","D","Res","","10","0","0","0","-10","2","11","0","0","13","15"
"F","Sven Baertschi","VAN","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Christian Dvorak","ARI","F","IR","","11","4","1","5","1","4","29","0","0","10","4"
"F","Matt Hendricks","WPG","F","IR","","4","0","0","0","0","7","6","0","0","12","1"
"D","Cam Fowler","ANA","D","IR","","10","0","3","3","2","0","17","0","0","6","22"
"D","Stephen Johns","DAL","D","IR","","11","0","1","1","-2","6","13","0","1","34","24"
"D","Markus Nutivaara","CBJ","D","IR","","6","2","1","3","1","2","8","1","0","5","3"
"D","Jacob Trouba","WPG","D","IR","","2","0","2","2","1","0","4","0","0","4","2"
"F","Riley Barber","WSH","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Nathan Bastian","NJD","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Zac Dalpe","CBJ","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jan Drozg","PIT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","MacKenzie Entwistle","ARI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brady Ferguson","TOR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jesse Gabrielle","BOS","F","Min","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Roman Horak","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Max Jones","ANA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Axel Jonsson-Fjallby","WPG","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ryan Kujawinski","NJD/ARI/CBJ","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Colin Larkin","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ville Leskinen","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ty Lewis","COL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Zac Lynch","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Greg McKegg","PIT/CAR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Nick Paul","OTT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brett Pollock","CGY","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Chris Porter","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Sebastian Repo","FLA","F","Min","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Jiri Sekac","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Tim Soderlund","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Casey Fitzgerald","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Linus Hultstrom","FLA","D","Min","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Luke Martin","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Carl Neill","VAN","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","David Noel","STL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Dmitrii Sergeev","STL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Troy Bourke","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Tim Bozon","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Chad Butcher","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brandon Denham","WPG","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Henrik Haapala","FLA","F","-","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Jiri Hudler","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jarno Karki","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Keith Yandle","FLA","D","-","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"Totals","","","","","","196","33","40","73","-15","65","347","15","4","239","185"
"Goalies"
"Pos","Player","Team","Eligible","Status","Opponent","GP","W-G","GAA","SV","SV%","SHO","PIM","G","A","Pt","PPP","SHP"
"G","Pekka Rinne","NSH","G","Act","","7","5","1.86","205",".940","2","0","0","0","0","0","0"
"G","Carter Hutton","STL","G","Res","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Daniel Altshuller","(N/A)","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Laurent Brossoit","EDM","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Pheonix Copley","WSH","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Philippe Desrosiers","DAL","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Ville Husso","STL","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Jake Oettinger","DAL","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Ilya Samsonov","(N/A)","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Niklas Svedberg","MIN","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Rasmus Tirronen","(N/A)","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Daniel Vladar","BOS","G","Min","FLA 4<br/>@BOS 2 F","0","0",".00","0",".000","0","0","0","0","0","0","0"
"Totals","","","","","","7","5","1.86","205",".940","2","0","0","0","0","0","0"
