"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Patrice Bergeron","BOS","F","Act","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Jake DeBrusk","BOS","F","Act","FLA 4<br/>@BOS 2 F","4","1","4","5","0","0","10","3","0","3","0"
"F","Melker Karlsson","SJS","F","Act","","0","0","0","0","0","0","0","0","0","0","0"
"F","Anders Lee","NYI","F","Act","","3","2","1","3","1","0","4","0","0","4","3"
"F","Milan Lucic","EDM","F","Act","","3","1","0","1","-1","0","8","0","0","14","1"
"F","Jonathan Marchessault","VGK","F","Act","","3","0","0","0","-3","0","16","0","0","1","0"
"F","Tanner Pearson","LAK","F","Act","","2","0","1","1","-1","0","3","0","0","2","0"
"F","Mark Scheifele","WPG","F","Act","","1","0","0","0","0","0","0","0","0","1","0"
"F","Ryan Spooner","BOS/NYR","F","Act","","3","1","4","5","0","0","4","0","0","4","1"
"F","Eric Staal","MIN","F","Act","","3","3","0","3","0","0","14","1","0","0","5"
"F","Chris Thorburn","STL","F","Act","","1","0","1","1","0","0","0","0","0","1","0"
"F","Chris Wagner","ANA/NYI","F","Act","","2","0","0","0","0","0","0","0","0","7","3"
"D","Braydon Coburn","TBL","D","Act","","1","0","0","0","-1","5","0","0","0","2","1"
"D","Ryan Ellis","NSH","D","Act","","3","0","2","2","4","2","11","0","1","4","9"
"D","Brad Hunt","VGK","D","Act","","3","0","1","1","1","0","2","0","0","0","1"
"D","Roman Josi","NSH","D","Act","","1","0","1","1","1","0","3","0","0","1","3"
"D","David Savard","CBJ","D","Act","","3","0","2","2","1","0","6","0","1","4","4"
"D","Yannick Weber","NSH","D","Act","","1","0","0","0","0","0","2","0","0","0","1"
"F","Derek Grant","ANA","F","Res","","2","0","0","0","0","0","0","0","0","1","0"
"F","Oskar Sundqvist","STL","F","Res","","1","0","0","0","0","0","0","0","0","0","0"
"D","Haydn Fleury","CAR","D","Res","","1","0","0","0","-1","0","2","0","0","0","0"
"F","Clarke MacArthur","OTT","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Kenny Agostino","BOS","F","Min","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Evan Barratt","PHI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matt Beleskey","BOS/NYR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Beau Bennett","STL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Michael Bunting","ARI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Nikolaj Krag Christensen","STL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matthew Filipe","PIT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Rocco Grimaldi","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ryan Gropp","NYR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Dominik Kahun","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Linus Lindstrom","CGY","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Stelio Mattheos","CAR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brad Morrison","CGY","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Boo Nieves","NYR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Kyle Olson","ANA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Petrus Palmu","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Christian Thomas","PIT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Robert Thomas","STL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Riley Tufte","DAL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jack Ahcan","COL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jack Dougherty","NSH","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Oscar Fantenberg","LAK","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Michael Kim","WSH","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jeremy Lauzon","BOS","D","Min","FLA 4<br/>@BOS 2 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Philip Nyberg","BUF","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Yegor Rykov","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Brendan Smith","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Tommy Vannelli","STL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Reilly Walsh","LAK","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Curtis Lazar","CGY","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Aidan Muir","EDM","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","P.A. Parenteau","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matt Schmalz","LAK","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brandon Tanev","WPG","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Blake Winiecki","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Michael Del Zotto","VAN","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Michal Kempny","CHI/WSH","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jamie McBain","TBL","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jon Merrill","VGK","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"Totals","","","","","","41","8","17","25","1","7","85","4","2","49","33"
"Goalies"
"Pos","Player","Team","Eligible","Status","Opponent","GP","W-G","GAA","SV","SV%","SHO","PIM","G","A","Pt","PPP","SHP"
"G","Matt Murray","PIT","G","Act","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Antti Niemi","PIT/FLA/MTL","G","Res","","1","0",".00","32",".000","0","0","0","0","0","0","0"
"G","Richard Bachman","VAN","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Callum Booth","CAR","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Evan Cowley","(N/A)","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Casey DeSmith","PIT","G","Min","","1","1",".00","17",".000","0","0","0","0","0","0","0"
"G","Matthew Galajda","(N/A)","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Jeremy Helvig","CAR","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Filip Larsson","PIT","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Sean Maguire","PIT/ARI","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Eamon McAdam","NYI","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Chris Nell","NYR","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Calvin Pickard","VGK/TOR","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Cayden Primeau","CAR","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Tyler Wall","PHI","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Scott Wedgewood","NJD/ARI/LAK","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Jeff Zatkoff","LAK/CBJ","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"Totals","","","","","","2","1","999963.00","49",".000","0","0","0","0","0","0","0"
