"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Mason Appleton","WPG","F","Act","","3","0","0","0","-1","2","2","0","0","1","4"
"F","Morgan Barron","WPG","F","Act","","3","0","1","1","0","0","2","0","0","2","1"
"F","Colin Blackwell","DAL","F","Act","","1","0","1","1","0","0","0","0","0","2","0"
"F","Josh Doan","UTA","F","Act","","3","1","0","1","0","0","3","0","0","7","1"
"F","Nic Dowd","WSH","F","Act","WSH 2<br/>@PIT 5 F","3","0","0","0","1","0","1","0","0","6","2"
"F","Luke Glendening","TBL","F","Act","TBL 0<br/>@NYR 4 F","4","0","0","0","-1","0","2","0","0","5","2"
"F","Barclay Goodrow","SJS","F","Act","","2","1","0","1","-1","5","3","0","0","1","3"
"F","Jordan Greenway","BUF","F","Act","PHI 4<br/>@BUF 5 F","4","0","0","0","-1","5","2","0","0","9","4"
"F","Alex Killorn","ANA","F","Act","","3","2","0","2","1","0","6","0","0","4","0"
"F","Adam Lowry","WPG","F","Act","","3","0","0","0","0","0","2","0","0","4","2"
"F","Mason Marchment","DAL","F","Act","","3","1","1","2","2","2","3","1","0","6","0"
"F","Ryan OReilly","NSH","F","Act","","4","0","0","0","-2","2","8","0","0","0","1"
"D","Adam Fox","NYR","D","Act","TBL 0<br/>@NYR 4 F","3","1","2","3","2","0","4","0","0","2","5"
"D","Radko Gudas","ANA","D","Act","","3","0","0","0","-1","0","4","0","0","8","9"
"D","Tyler Kleven","OTT","D","Act","CAR 5<br/>@OTT 7 F","3","0","1","1","0","0","3","0","0","3","3"
"D","Johnathan Kovacevic","NJD","D","Act","","3","0","1","1","-1","2","4","0","0","2","6"
"D","Brett Pesce","NJD","D","Act","","3","0","0","0","2","2","3","0","0","1","12"
"D","Jaccob Slavin","CAR","D","Act","CAR 5<br/>@OTT 7 F","3","0","0","0","0","0","6","0","0","1","8"
"F","Adam Gaudette","OTT","F","Res","CAR 5<br/>@OTT 7 F","3","0","0","0","1","0","1","0","0","1","0"
"F","Patrick Giles","FLA/SJS","F","Res","","1","0","0","0","0","0","0","0","0","1","0"
"F","Mattias Janmark","EDM","F","Res","","2","0","0","0","1","0","3","0","0","0","3"
"F","Curtis Lazar","NJD","F","IR","","1","0","0","0","0","2","0","0","0","0","0"
"F","Brock McGinn","ANA","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matthew Tkachuk","FLA","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"D","Colton Parayko","STL","D","IR","","0","0","0","0","0","0","0","0","0","0","0"
"D","Neal Pionk","WPG","D","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Clarke Caswell","SEA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Lucas Ciona","CGY","F","Min","CGY 5<br/>@LAK 1 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Walker Duehr","CGY/SJS","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ethen Frank","WSH","F","Min","WSH 2<br/>@PIT 5 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Dylan Hryckowian","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Connor Kurth","TBL","F","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Noah Laba","NYR","F","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Brody Lamb","NYR","F","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Reese Laubach","SJS","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Miko Matikka","UTA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Joey Muldowney","SJS","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Riley Patterson","VAN","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Michael Pezzetta","MTL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Dylan Roobroeck","NYR","F","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Mac Swanson","PIT","F","Min","WSH 2<br/>@PIT 5 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Adam Sykora","NYR","F","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"F","Zaccharaya Wisdom","SEA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Zayde Wisdom","PHI","F","Min","PHI 4<br/>@BUF 5 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Matthew Andonovski","OTT","D","Min","CAR 5<br/>@OTT 7 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Luke Ashton","CBJ","D","Min","NYI 1<br/>@CBJ 6 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Boston Buckberger","(N/A)","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Shai Buium","DET","D","Min","DET 3<br/>@TOR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Declan Carlile","TBL","D","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Brady Cleveland","DET","D","Min","DET 3<br/>@TOR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Jackson Dorrington","VAN/NYR","D","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Jan Golicic","TBL","D","Min","TBL 0<br/>@NYR 4 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Ty Henry","CHI","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Axel Hurtig","CGY","D","Min","CGY 5<br/>@LAK 1 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Eric Jamieson","CGY","D","Min","CGY 5<br/>@LAK 1 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Kalle Kangas","PIT","D","Min","WSH 2<br/>@PIT 5 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Zach Metsa","BUF","D","Min","PHI 4<br/>@BUF 5 F","0","0","0","0","0","0","0","0","0","0","0"
"D","Filip Nordberg","OTT","D","Min","CAR 5<br/>@OTT 7 F","0","0","0","0","0","0","0","0","0","0","0"
