"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Josh Archibald","EDM","F","Act","","3","0","0","0","-3","0","0","0","0","11","2"
"F","Sam Carrick","ANA","F","Act","","4","0","1","1","-1","7","2","0","0","7","2"
"F","Filip Chytil","NYR","F","Act","","4","1","0","1","-1","0","5","0","0","2","1"
"F","Zemgus Girgensons","BUF","F","Act","","4","2","0","2","0","0","8","0","0","9","2"
"F","Denis Gurianov","DAL","F","Act","","3","0","1","1","0","0","2","0","0","3","1"
"F","Barrett Hayton","ARI","F","Act","","4","1","0","1","0","0","7","0","0","3","2"
"F","Adam Henrique","ANA","F","Act","","2","0","1","1","0","0","9","0","0","0","1"
"F","Tyler Johnson","CHI","F","Act","","3","0","0","0","-2","0","0","0","0","5","0"
"F","Michael McLeod","NJD","F","Act","","2","0","0","0","-3","0","1","0","0","4","1"
"F","Kyle Palmieri","NYI","F","Act","","4","2","2","4","5","0","9","0","0","3","1"
"F","Tyler Seguin","DAL","F","Act","","4","0","4","4","-2","2","10","1","0","4","0"
"F","Alexander Wennberg","SEA","F","Act","SEA 3<br/>@WPG 4 F","4","2","2","4","-1","0","3","0","1","4","3"
"D","Zdeno Chara","NYI","D","Act","","4","0","0","0","0","0","1","0","0","8","4"
"D","Justin Faulk","STL","D","Act","","4","1","4","5","2","2","10","0","0","8","5"
"D","Gustav Forsling","FLA","D","Act","","4","3","2","5","5","0","18","0","0","1","5"
"D","Patrik Nemeth","NYR","D","Act","","4","0","1","1","0","0","0","0","0","8","2"
"D","Kevin Shattenkirk","ANA","D","Act","","4","1","1","2","0","0","9","0","0","4","6"
"D","Jonas Siegenthaler","NJD","D","Act","","3","0","0","0","-1","4","4","0","0","7","5"
"F","Martin Necas","CAR","F","Res","","4","2","1","3","1","2","9","0","0","1","0"
"F","Derek Stepan","CAR","F","Res","","4","1","0","1","0","2","3","0","0","2","0"
"D","Nicolas Meloche","SJS","D","Res","","3","0","0","0","-5","2","3","0","0","11","4"
"D","Marcus Pettersson","PIT","D","Res","","1","0","0","0","0","0","0","0","0","1","1"
"F","Jason Dickinson","VAN","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ondrej Kase","TOR","F","IR","","0","0","0","0","0","0","0","0","0","0","0"
"F","Pontus Andreasson","DET","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matej Blumel","BOS","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ben Boyd","CBJ","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jonny Brodzinski","NYR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Daniel DAmato","VGK","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Marcus Davidsson","BUF","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Tanner Dickinson","STL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Damien Giroux","MIN","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Simon Holmstrom","NYI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Niko Huuhtanen","TBL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Marcus Kallionkieli","VGK","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Alexander Kisakov","BUF","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
