"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Justin Abdelkader","DET","F","Act","","3","0","0","0","-1","0","0","0","0","6","2"
"F","Tyler Bertuzzi","DET","F","Act","","3","2","3","5","2","0","5","1","0","5","1"
"F","Jacob de la Rose","DET/STL","F","Act","","1","0","0","0","0","2","0","0","0","4","0"
"F","Max Domi","MTL","F","Act","","3","0","0","0","-2","4","8","0","0","1","1"
"F","Marcus Foligno","MIN","F","Act","","4","1","2","3","4","4","7","0","0","9","2"
"F","Ryan Getzlaf","ANA","F","Act","","4","0","2","2","0","9","7","0","0","9","5"
"F","Mark Jankowski","CGY","F","Act","","3","0","0","0","-1","2","2","0","0","0","0"
"F","Adrian Kempe","LAK","F","Act","","2","0","1","1","0","2","8","0","1","1","1"
"F","Stefan Noesen","PIT/SJS","F","Act","","4","2","1","3","3","0","6","1","0","8","3"
"F","Jordan Staal","CAR","F","Act","","3","0","3","3","3","0","3","0","0","13","3"
"F","Teuvo Teravainen","CAR","F","Act","","3","0","1","1","-1","0","5","0","0","1","2"
"F","Troy Terry","ANA","F","Act","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jason Demers","ARI","D","Act","","2","0","0","0","-2","2","1","0","0","5","2"
"D","Josh Mahura","ANA","D","Act","","0","0","0","0","0","0","0","0","0","0","0"
"D","Darnell Nurse","EDM","D","Act","","4","0","6","6","1","2","9","2","0","8","8"
"D","Ivan Provorov","PHI","D","Act","","3","2","1","3","5","0","5","1","0","7","6"
"D","Travis Sanheim","PHI","D","Act","","3","0","2","2","4","2","2","0","0","3","6"
"D","Brady Skjei","NYR/CAR","D","Act","","3","0","0","0","0","2","6","0","0","1","0"
"F","Michael Frolik","CGY/BUF","F","Res","","1","0","0","0","0","0","1","0","0","0","0"
"F","Denis Malgin","FLA/TOR","F","Res","","3","0","0","0","-1","0","2","0","0","5","0"
"F","Corey Perry","DAL","F","Res","","3","0","0","0","0","4","7","0","0","5","1"
"F","Justin Almeida","PIT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Justin Auger","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Skyler BrindAmour","CAR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ty Dellandrea","DAL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Morgan Frost","PHI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brady Gilmour","DET","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Vladislav Kara","TOR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Mark Kastelic","OTT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Scott Kosmachuk","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Kyle Maksimovich","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jayson Megna","COL","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Greg Meireles","FLA","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Fredrik Olofsson","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jacob Peterson","(N/A)","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ty Rattie","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Michael Sgarbossa","WSH","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Beau Starrett","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Jack Studnicka","BOS","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Carsen Twarynski","PHI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Brendan Warren","PHI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Niclas Almari","PIT","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Ronnie Attard","COL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Carter Berger","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Brandon Crawley","NYR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Simon Despres","MTL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Cody Franson","WSH","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Ville Heinola","WPG","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Aaron Hyman","CGY","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Joey Keane","NYR/CAR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Chad Krys","CHI","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Roope Laavainen","CHI","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Benjamin Mirageas","NYI","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Nikita Okhotyuk","NJD","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Alex Petrovic","BOS","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Alexander Romanov","MTL","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","John St. Ivany","PIT","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Cade Webber","TOR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Shawn Matthias","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Ryan White","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Mark Fayne","(N/A)","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"Totals","","","","","","55","7","22","29","14","35","84","5","1","91","43"
"Goalies"
"Pos","Player","Team","Eligible","Status","Opponent","GP","W-G","GAA","SV","SV%","SHO","PIM","G","A","Pt","PPP","SHP"
"G","Elvis Merzlikins","CBJ","G","Act","","1","1",".00","26",".000","0","0","0","0","0","0","0"
"G","Jonathan Bernier","DET","G","Res","","2","1",".00","57",".000","0","0","0","0","0","0","0"
"G","Sergei Bobrovsky","FLA","G","IR","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Janne Juvonen","NSH","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Stuart Skinner","EDM","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"Totals","","","","","","3","2","999963.00","83",".000","0","0","0","0","0","0","0"
